Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;gen/exp;PP;Cond;Temp min;Temp min;Temp med
01/07/2015;7;2015;16.743;2.689;18.0875;11.734;2.365;12.9165;0.700830198;4.394;Cloudy;9;23;16
02/07/2015;7;2015;19.432;2.689;19.9905;14.099;2.365;14.8765;0.725555784;4.474;Cloudy;11;20;15.5
03/07/2015;7;2015;20.549;1.117;19.7335;15.654;1.555;15.026;0.761788895;3.339;Cloudy;5;20;12.5
04/07/2015;7;2015;18.918;-1.631;19.115;14.398;-1.256;14.476;0.761074109;3.337;Cloudy;7;21;14
05/07/2015;7;2015;19.312;0.394;19.6885;14.554;0.156;14.6335;0.753624689;3.755;Cloudy;6;22;14
06/07/2015;7;2015;20.065;0.753;20.4025;14.713;0.159;15.205;0.733266883;3.236;Cloudy;6;24;15
07/07/2015;7;2015;20.74;0.675;18.9255;15.697;0.984;13.7855;0.756846673;3.377;Cloudy;7;22;14.5
08/07/2015;7;2015;17.111;-3.629;16.4935;11.874;-3.823;11.3115;0.693939571;3.997;Cloudy;5;20;12.5
09/07/2015;7;2015;15.876;-1.235;14.5295;10.749;-1.125;9.727;0.677059713;4.024;Cloudy;9;21;15
10/07/2015;7;2015;13.183;-2.693;13.1695;8.705;-2.044;8.505;0.660320109;3.556;Cloudy;5;20;12.5
11/07/2015;7;2015;13.156;-0.027;17.4555;8.305;-0.4;12.6155;0.631270903;4.178;Cloudy;9;21;15
12/07/2015;7;2015;21.755;8.599;21.0885;16.926;8.621;16.464;0.77802804;3.557;Cloudy;10;18;14
13/07/2015;7;2015;20.422;-1.333;21.0315;16.002;-0.924;16.1655;0.783566742;3.554;Cloudy;6;17;11.5
14/07/2015;7;2015;21.641;1.219;18.4215;16.329;0.327;13.609;0.754539994;3.491;Cloudy;8;19;13.5
15/07/2015;7;2015;15.202;-6.439;14.687;10.889;-5.44;10.382;0.716287331;3.086;Cloudy;2;17;9.5
16/07/2015;7;2015;14.172;-1.03;18.121;9.875;-1.014;13.589;0.6967965;4.028;Cloudy;4;17;10.5
17/07/2015;7;2015;22.07;7.898;21.992;17.303;7.428;16.7025;0.784005437;4.336;Cloudy;5;15;10
18/07/2015;7;2015;21.914;-0.156;19.604;16.102;-1.201;14.386;0.734781418;3.516;Cloudy;5;19;12
19/07/2015;7;2015;17.294;-4.62;12.4755;12.67;-3.432;8.664;0.732624031;4.663;Cloudy;4;19;11.5
20/07/2015;7;2015;7.657;-9.637;11.557;4.658;-8.012;8.0015;0.608332245;3.806;Cloudy;8;21;14.5
21/07/2015;7;2015;15.457;7.8;12.7905;11.345;6.687;8.6915;0.733971663;4.017;Cloudy;7;20;13.5
22/07/2015;7;2015;10.124;-5.333;12.938;6.038;-5.307;10.521;0.596404583;4.119;Cloudy;7;18;12.5
23/07/2015;7;2015;15.752;5.628;13.958;15.004;8.966;11.428;0.952513966;2.541;Cloudy;12;23;17.5
24/07/2015;7;2015;12.164;-3.588;11.8405;7.852;-7.152;7.364;0.645511345;3.11;Cloudy;13;24;18.5
25/07/2015;7;2015;11.517;-0.647;12.3655;6.876;-0.976;6.9665;0.597030477;4.457;Cloudy;15;24;19.5
26/07/2015;7;2015;13.214;1.697;16.128;7.057;0.181;10.651;0.53405479;4.427;Cloudy;10;24;17
27/07/2015;7;2015;19.042;5.828;19.8785;14.245;7.188;15.426;0.748083185;4.297;Cloudy;12;23;17.5
28/07/2015;7;2015;20.715;1.673;21.778;16.607;2.362;17.4;0.801689597;3.551;Cloudy;8;20;14
29/07/2015;7;2015;22.841;2.126;22.874;18.193;1.586;17.5305;0.796506283;3.597;Cloudy;5;21;13
30/07/2015;7;2015;22.907;0.066;22.3705;16.868;-1.325;17.455;0.736368796;3.771;Cloudy;8;23;15.5
31/07/2015;7;2015;21.834;-1.073;22.301;18.042;1.174;17.117;0.826325914;3.91;Cloudy;5;24;14.5
01/08/2015;8;2015;22.768;0.934;22.839;16.192;-1.85;16.5935;0.711173577;3.507;Cloudy;5;24;14.5
02/08/2015;8;2015;22.91;0.142;22.7445;16.995;0.803;17.5495;0.741815801;3.522;Cloudy;7;25;16
03/08/2015;8;2015;22.579;-0.331;20.577;18.104;1.109;16.0865;0.801806989;3.498;Cloudy;9;27;18
04/08/2015;8;2015;18.575;-4.004;22.148;14.069;-4.035;17.6395;0.757415882;4.449;Cloudy;12;22;17
05/08/2015;8;2015;25.721;7.146;25.193;21.21;7.141;20.5155;0.824618016;3.911;Cloudy;6;19;12.5
06/08/2015;8;2015;24.665;-1.056;24.346;19.821;-1.389;19.4865;0.803608352;3.742;Cloudy;5;20;12.5
07/08/2015;8;2015;24.027;-0.638;24.348;19.152;-0.669;18.049;0.797103259;3.731;Cloudy;6;21;13.5
08/08/2015;8;2015;24.669;0.642;24.4645;16.946;-2.206;17.499;0.68693502;3.717;Cloudy;5;21;13
09/08/2015;8;2015;24.26;-0.409;24.371;18.052;1.106;18.7415;0.744105523;4.482;Cloudy;4;22;13
10/08/2015;8;2015;24.482;0.222;24.8215;19.431;1.379;19.47;0.793685156;3.683;Cloudy;4;25;14.5
11/08/2015;8;2015;25.161;0.679;22.764;19.509;0.078;17.0105;0.775366639;3.749;Cloudy;6;27;16.5
12/08/2015;8;2015;20.367;-4.794;23.529;14.512;-4.997;17.715;0.712525163;4.256;Cloudy;9;29;19
13/08/2015;8;2015;26.691;6.324;26.4435;20.918;6.406;21.0195;0.783709865;3.928;Cloudy;10;22;16
14/08/2015;8;2015;26.196;-0.495;24.722;21.121;0.203;19.3585;0.806268133;3.887;Cloudy;6;22;14
15/08/2015;8;2015;23.248;-2.948;20.922;17.596;-3.525;14.7345;0.756882312;4.654;Cloudy;4;23;13.5
16/08/2015;8;2015;18.596;-4.652;21.332;11.873;-5.723;15.595;0.638470639;5.04;Cloudy;6;21;13.5
17/08/2015;8;2015;24.068;5.472;25.4825;19.317;7.444;20.4945;0.802600964;3.809;Cloudy;7;24;15.5
18/08/2015;8;2015;26.897;2.829;24.2095;21.672;2.355;18.9925;0.805740417;3.952;Cloudy;8;24;16
19/08/2015;8;2015;21.522;-5.375;19.311;16.313;-5.359;13.8995;0.75796859;4.863;Cloudy;7;23;15
20/08/2015;8;2015;17.1;-4.422;14.173;11.486;-4.827;10.106;0.671695906;5.035;Cloudy;6;23;14.5
21/08/2015;8;2015;11.246;-5.854;14.7855;8.726;-2.76;10.4285;0.775920327;4.615;Cloudy;13;23;18
22/08/2015;8;2015;18.325;7.079;15.2305;12.131;3.405;9.1495;0.661991814;4.651;Cloudy;16;25;20.5
23/08/2015;8;2015;12.136;-6.189;15.3485;6.168;-5.963;9.783;0.508239947;2.797;Cloudy;14;24;19
24/08/2015;8;2015;18.561;6.425;20.86;13.398;7.23;15.5305;0.721836108;5.028;Cloudy;15;25;20
25/08/2015;8;2015;23.159;4.598;24.001;17.663;4.265;18.2355;0.762684054;4.963;Cloudy;15;29;22
26/08/2015;8;2015;24.843;1.684;16.566;18.808;1.145;12.79;0.757074427;4.696;Cloudy;15;28;21.5
27/08/2015;8;2015;8.289;-16.554;15;6.772;-12.036;11.821;0.816986367;4.103;Cloudy;15;23;19
28/08/2015;8;2015;21.711;13.422;20.178;16.87;10.098;14.816;0.777025471;5.031;Cloudy;13;24;18.5
29/08/2015;8;2015;18.645;-3.066;23.3815;12.762;-4.108;16.7215;0.684473049;4.484;Cloudy;9;23;16
30/08/2015;8;2015;28.118;9.473;28.6185;20.681;7.919;22.1925;0.735507504;4.189;Cloudy;13;23;18
31/08/2015;8;2015;29.119;1.001;29.8105;23.704;3.023;26.192;0.814038944;4.196;Cloudy;10;24;17
01/09/2015;9;2015;30.502;1.383;28.551;28.68;4.976;24.964;0.940266212;4.288;Cloudy;8;25;16.5
02/09/2015;9;2015;26.6;-3.902;25.255;21.248;-7.432;19.774;0.798796992;4.75;Cloudy;3;25;14
03/09/2015;9;2015;23.91;-2.69;26.229;18.3;-2.948;20.4175;0.765370138;5.044;Cloudy;15;25;20
04/09/2015;9;2015;28.548;4.638;27.908;22.535;4.235;21.5765;0.789372285;4.199;Cloudy;9;25;17
05/09/2015;9;2015;27.268;-1.28;23.4235;20.618;-1.917;16.866;0.756124395;4.77;Cloudy;8;24;16
06/09/2015;9;2015;19.579;-7.689;20.6865;13.114;-7.504;14.891;0.669799275;5.034;Cloudy;10;24;17
07/09/2015;9;2015;21.794;2.215;24.4295;16.668;3.554;19.117;0.764797651;5.02;Cloudy;12;25;18.5
08/09/2015;9;2015;27.065;5.271;29.341;21.566;4.898;23.792;0.796822464;4.732;Cloudy;12;28;20
09/09/2015;9;2015;31.617;4.552;29.1785;26.018;4.452;23.7265;0.822911725;4.469;Cloudy;6;25;15.5
10/09/2015;9;2015;26.74;-4.877;21.767;21.435;-4.583;16.5285;0.801608078;4.963;Cloudy;7;25;16
11/09/2015;9;2015;16.794;-9.946;20.5295;11.622;-9.813;14.103;0.692032869;5.036;Cloudy;10;22;16
12/09/2015;9;2015;24.265;7.471;23.4845;16.584;4.962;16.068;0.683453534;5.032;Cloudy;15;25;20
13/09/2015;9;2015;22.704;-1.561;22.507;15.552;-1.032;15.938;0.684989429;5.038;Cloudy;10;25;17.5
14/09/2015;9;2015;22.31;-0.394;24.8315;16.324;0.772;18.8315;0.731689825;5.044;Cloudy;8;25;16.5
15/09/2015;9;2015;27.353;5.043;28.8575;21.339;5.015;23.1535;0.780133806;5.04;Cloudy;10;26;18
16/09/2015;9;2015;30.362;3.009;17.8105;24.968;3.629;13.3785;0.822343719;4.236;Cloudy;11;29;20
17/09/2015;9;2015;5.259;-25.103;15.8275;1.789;-23.179;11.1565;0.340178741;2.502;Showers;15;19;17
18/09/2015;9;2015;26.396;21.137;26.8705;20.524;18.735;20.503;0.777542052;5.027;Cloudy;10;23;16.5
19/09/2015;9;2015;27.345;0.949;26.849;20.482;-0.042;20.089;0.749021759;5.039;Cloudy;12;24;18
20/09/2015;9;2015;26.353;-0.992;26.721;19.696;-0.786;21.459;0.747391189;5.04;Cloudy;10;23;16.5
21/09/2015;9;2015;27.089;0.736;29.0005;23.222;3.526;24.985;0.85724833;5.034;Cloudy;12;25;18.5
22/09/2015;9;2015;30.912;3.823;29.1865;26.748;3.526;25.4715;0.865295031;4.495;Cloudy;11;29;20
23/09/2015;9;2015;27.461;-3.451;30.7905;24.195;-2.553;25.989;0.881067696;5.032;Cloudy;13;23;18
24/09/2015;9;2015;34.12;6.659;31.01;27.783;3.588;24.567;0.814273154;4.661;Fine;6;22;14
25/09/2015;9;2015;27.9;-6.22;25.3355;21.351;-6.432;18.833;0.765268817;5.042;Cloudy;8;23;15.5
26/09/2015;9;2015;22.771;-5.129;25.9705;16.315;-5.036;19.8035;0.71648149;5.046;Cloudy;12;23;17.5
27/09/2015;9;2015;29.17;6.399;29.964;23.292;6.977;24.068;0.798491601;5.028;Cloudy;9;25;17
28/09/2015;9;2015;30.758;1.588;28.9785;24.844;1.552;23.471;0.80772482;5.037;Cloudy;9;25;17
29/09/2015;9;2015;27.199;-3.559;30.0395;22.098;-2.746;24.673;0.81245634;5.029;Cloudy;10;26;18
30/09/2015;9;2015;32.88;5.681;33.4735;27.248;5.15;27.5235;0.828710462;4.526;Cloudy;9;27;18
01/10/2015;10;2015;34.067;1.187;34.285;27.799;0.551;28.2065;0.816009628;4.525;Fine;11;28;19.5
02/10/2015;10;2015;34.503;0.436;34.72;28.614;0.815;28.6275;0.82931919;4.558;Fine;12;30;21
03/10/2015;10;2015;34.937;0.434;34.648;28.641;0.027;29.3505;0.819789908;4.702;Fine;12;28;20
04/10/2015;10;2015;34.359;-0.578;34.3205;30.06;1.419;29.9715;0.874879944;4.559;Fine;11;30;20.5
05/10/2015;10;2015;34.282;-0.077;34.768;29.883;-0.177;29.1915;0.871681932;4.492;Fine;11;34;22.5
06/10/2015;10;2015;35.254;0.972;35.367;28.5;-1.383;28.919;0.808418903;4.624;Fine;11;31;21
07/10/2015;10;2015;35.48;0.226;26.6385;29.338;0.838;20.7205;0.826888388;4.651;Fine;12;29;20.5
08/10/2015;10;2015;17.797;-17.683;19.637;12.103;-17.235;13.616;0.680058437;3.989;Cloudy;16;26;21
09/10/2015;10;2015;21.477;3.68;24.262;15.129;3.026;18.4755;0.704427993;5.036;Cloudy;18;25;21.5
10/10/2015;10;2015;27.047;5.57;30.0545;21.822;6.693;24.7395;0.806817762;5.036;Cloudy;15;25;20
11/10/2015;10;2015;33.062;6.015;33.9595;27.657;5.835;28.9195;0.836519267;5.033;Fine;11;26;18.5
12/10/2015;10;2015;34.857;1.795;32.5755;30.182;2.525;27.067;0.865880598;4.624;Fine;13;28;20.5
13/10/2015;10;2015;30.294;-4.563;26.7035;23.952;-6.23;20.3925;0.790651614;4.756;Cloudy;15;30;22.5
14/10/2015;10;2015;23.113;-7.181;25.9025;16.833;-7.119;19.4175;0.728291438;5.037;Cloudy;17;27;22
15/10/2015;10;2015;28.692;5.579;29.912;22.002;5.169;23.4365;0.766833961;5.036;Cloudy;16;28;22
16/10/2015;10;2015;31.132;2.44;33.8405;24.871;2.869;30.069;0.798888603;5.041;Cloudy;15;27;21
17/10/2015;10;2015;36.549;5.417;33.5995;35.267;10.396;31.4375;0.964923801;5.015;Fine;14;28;21
18/10/2015;10;2015;30.65;-5.899;29.1435;27.608;-7.659;24.395;0.900750408;5.037;Cloudy;14;28;21
19/10/2015;10;2015;27.637;-3.013;27.4975;21.182;-6.426;24.27;0.766436299;5.046;Cloudy;12;27;19.5
20/10/2015;10;2015;27.358;-0.279;31.9185;27.358;6.176;28.7125;1;5.041;Cloudy;13;27;20
21/10/2015;10;2015;36.479;9.121;31.131;30.067;2.709;25.0665;0.824227638;5.017;Fine;13;28;20.5
22/10/2015;10;2015;25.783;-10.696;27.6635;20.066;-10.001;22.004;0.778264748;5.03;Cloudy;14;29;21.5
23/10/2015;10;2015;29.544;3.761;21.4555;23.942;3.876;15.439;0.810384511;5.037;Cloudy;18;28;23
24/10/2015;10;2015;13.367;-16.177;18.3685;6.936;-17.006;11.4915;0.518889803;3.305;Cloudy;15;24;19.5
25/10/2015;10;2015;23.37;10.003;28.24;16.047;9.111;21.4735;0.686649551;5.038;Cloudy;16;26;21
26/10/2015;10;2015;33.11;9.74;34.21;26.9;10.853;28.018;0.812443371;5.024;Fine;16;29;22.5
27/10/2015;10;2015;35.31;2.2;23.074;29.136;2.236;17.4825;0.825148683;4.75;Fine;17;31;24
28/10/2015;10;2015;10.838;-24.472;11.675;5.829;-23.307;6.0105;0.537829858;3.603;Cloudy;17;22;19.5
29/10/2015;10;2015;12.512;1.674;16.4965;6.192;0.363;10.11;0.49488491;4.71;Cloudy;16;21;18.5
30/10/2015;10;2015;20.481;7.969;24.0885;14.028;7.836;16.5805;0.684927494;5.03;Cloudy;18;25;21.5
31/10/2015;10;2015;27.696;7.215;28.4475;19.133;5.105;20.6685;0.690821779;5.041;Cloudy;15;25;20
01/11/2015;11;2015;29.199;1.503;29.506;22.204;3.071;23.0595;0.760437001;5.032;Cloudy;15;27;21
02/11/2015;11;2015;29.813;0.614;33.3845;23.915;1.711;27.105;0.80216684;5.022;Cloudy;17;29;23
03/11/2015;11;2015;36.956;7.143;34.0685;30.295;6.38;27.642;0.819758632;4.676;Fine;18;33;25.5
04/11/2015;11;2015;31.181;-5.775;28.79;24.989;-5.306;22.4805;0.80141753;5.033;Cloudy;19;30;24.5
05/11/2015;11;2015;26.399;-4.782;26.788;19.972;-5.017;20.5945;0.756543808;5.039;Cloudy;21;30;25.5
06/11/2015;11;2015;27.177;0.778;32.6415;21.217;1.245;22.797;0.780696913;4.97;Cloudy;19;29;24
07/11/2015;11;2015;38.106;10.929;25.985;24.377;3.16;15.633;0.63971553;4.791;Fine;20;25;22.5
08/11/2015;11;2015;13.864;-24.242;19.3035;6.889;-17.488;12.919;0.496898442;3.706;Cloudy;20;25;22.5
09/11/2015;11;2015;24.743;10.879;28.871;18.949;12.06;22.8095;0.765832761;5.043;Cloudy;17;27;22
10/11/2015;11;2015;32.999;8.256;28.0575;26.67;7.721;21.281;0.808206309;5.039;Cloudy;15;26;20.5
11/11/2015;11;2015;23.116;-9.883;27.664;15.892;-10.778;20.8755;0.687489185;5.037;Cloudy;15;27;21
12/11/2015;11;2015;32.212;9.096;32.898;25.859;9.967;26.456;0.802775363;5.038;Cloudy;15;26;20.5
13/11/2015;11;2015;33.584;1.372;26.4375;27.053;1.194;20.169;0.805532396;5.034;Fine;17;28;22.5
14/11/2015;11;2015;19.291;-14.293;24.7265;13.285;-13.768;18.284;0.688663107;5.034;Cloudy;18;27;22.5
15/11/2015;11;2015;30.162;10.871;30.107;23.283;9.998;23.4445;0.77193157;5.034;Cloudy;18;28;23
16/11/2015;11;2015;30.052;-0.11;30.6325;23.606;0.323;23.992;0.785505124;5.036;Cloudy;17;27;22
17/11/2015;11;2015;31.213;1.161;35.8125;24.378;0.772;28.72;0.781020729;5.044;Cloudy;14;26;20
18/11/2015;11;2015;40.412;9.199;39.516;33.062;8.684;28.197;0.81812333;5.013;Fine;14;29;21.5
19/11/2015;11;2015;38.62;-1.792;39.0035;23.332;-9.73;28.3445;0.604142931;4.735;Fine;16;34;25
20/11/2015;11;2015;39.387;0.767;38.9305;33.357;10.025;25.331;0.846903801;4.884;Fine;17;32;24.5
21/11/2015;11;2015;38.474;-0.913;25.005;17.305;-16.052;9.941;0.44978427;4.752;Fine;19;35;27
22/11/2015;11;2015;11.536;-26.938;21.256;2.577;-14.728;13.7405;0.223387656;2.891;Cloudy;22;26;24
23/11/2015;11;2015;30.976;19.44;28.7255;24.904;22.327;22.4105;0.803977273;5.036;Cloudy;21;31;26
24/11/2015;11;2015;26.475;-4.501;29.3135;19.917;-4.987;22.9725;0.752294618;5.04;Cloudy;19;30;24.5
25/11/2015;11;2015;32.152;5.677;35.554;26.028;6.111;29.129;0.809529734;5.039;Cloudy;23;31;27
26/11/2015;11;2015;38.956;6.804;38.5395;32.23;6.202;31.704;0.82734367;4.835;Fine;21;32;26.5
27/11/2015;11;2015;38.123;-0.833;33.3145;31.178;-1.052;23.142;0.817826509;4.973;Fine;22;31;26.5
28/11/2015;11;2015;28.506;-9.617;28.383;15.106;-16.072;13.8605;0.529923525;5.03;Cloudy;22;30;26
29/11/2015;11;2015;28.26;-0.246;30.9135;12.615;-2.491;18.57;0.446390658;5.033;Cloudy;23;32;27.5
30/11/2015;11;2015;33.567;5.307;33.837;24.525;11.91;22.8125;0.730628296;5.029;Fine;20;32;26
01/12/2015;12;2015;34.107;0.54;23.112;21.1;-3.425;12.0635;0.618641335;5.011;Fine;20;31;25.5
02/12/2015;12;2015;12.117;-21.99;16.725;3.027;-18.073;7.703;0.24981431;2.623;Cloudy;23;27;25
03/12/2015;12;2015;21.333;9.216;23.2365;12.379;9.352;15.427;0.580274692;5.043;Cloudy;20;27;23.5
04/12/2015;12;2015;25.14;3.807;28.41;18.475;6.096;21.1745;0.734884646;5.033;Cloudy;16;25;20.5
05/12/2015;12;2015;31.68;6.54;35.33;23.874;5.399;28.038;0.753598485;5.036;Cloudy;14;28;21
06/12/2015;12;2015;38.98;7.3;38.3925;32.202;8.328;31.767;0.826115957;5.027;Fine;13;29;21
07/12/2015;12;2015;37.805;-1.175;37.288;31.332;-0.87;30.764;0.828779262;5.028;Fine;15;30;22.5
08/12/2015;12;2015;36.771;-1.034;33.3985;30.196;-1.136;22.7955;0.821190612;5.035;Fine;18;30;24
09/12/2015;12;2015;30.026;-6.745;30.151;15.395;-14.801;19.6895;0.512722307;5.026;Cloudy;19;31;25
10/12/2015;12;2015;30.276;0.25;33.3395;23.984;8.589;26.712;0.792178623;5.031;Cloudy;22;33;27.5
11/12/2015;12;2015;36.403;6.127;20.8845;29.44;5.456;14.7505;0.808724556;4.747;Fine;18;34;26
12/12/2015;12;2015;5.366;-31.037;11.844;0.061;-29.379;4.04;0.011367872;0.942;Showers;21;22;21.5
13/12/2015;12;2015;18.322;12.956;28.563;8.019;7.958;20.4475;0.43767056;4.386;Cloudy;18;27;22.5
14/12/2015;12;2015;38.804;20.482;35.366;32.876;24.857;29.143;0.847232244;5.026;Fine;15;30;22.5
15/12/2015;12;2015;31.928;-6.876;23.3905;25.41;-7.466;17.0175;0.79585317;5.035;Cloudy;19;30;24.5
16/12/2015;12;2015;14.853;-17.075;23.7245;8.625;-16.785;16.848;0.58069077;3.693;Cloudy;21;27;24
17/12/2015;12;2015;32.596;17.743;30.9005;25.071;16.446;23.4255;0.769143453;5.032;Cloudy;18;30;24
18/12/2015;12;2015;29.205;-3.391;31.304;21.78;-3.291;23.426;0.745762712;5.031;Cloudy;17;29;23
19/12/2015;12;2015;33.403;4.198;36.6035;25.072;3.292;28.8495;0.750591264;5.043;Fine;16;29;22.5
20/12/2015;12;2015;39.804;6.401;40.3885;32.627;7.555;33.096;0.819691488;5.024;Fine;17;30;23.5
21/12/2015;12;2015;40.973;1.169;36.3025;33.565;0.938;29.0885;0.819198008;5.021;Fine;18;31;24.5
22/12/2015;12;2015;31.632;-9.341;33.5985;24.612;-8.953;26.911;0.778072838;5.036;Cloudy;19;31;25
23/12/2015;12;2015;35.565;3.933;26.055;29.21;4.598;20.214;0.821313089;5.025;Fine;20;32;26
24/12/2015;12;2015;16.545;-19.02;21.826;11.218;-17.992;15.8675;0.678029616;5.038;Cloudy;20;29;24.5
25/12/2015;12;2015;27.107;10.562;32.0505;20.517;9.299;20.533;0.756889364;5.04;Cloudy;18;28;23
26/12/2015;12;2015;36.994;9.887;28.9285;20.549;0.032;14.58;0.555468454;5.027;Fine;17;32;24.5
27/12/2015;12;2015;20.863;-16.131;21.4595;8.611;-11.938;11.7785;0.412740258;4.508;Cloudy;23;31;27
28/12/2015;12;2015;22.056;1.193;21.6305;14.946;6.335;14.641;0.677638738;5.032;Cloudy;19;28;23.5
29/12/2015;12;2015;21.205;-0.851;26.208;14.336;-0.61;19.5345;0.676066965;5.029;Cloudy;17;26;21.5
30/12/2015;12;2015;31.211;10.006;31.128;24.733;10.397;24.7155;0.792444971;5.034;Cloudy;18;29;23.5
31/12/2015;12;2015;31.045;-0.166;31.7505;24.698;-0.035;21.19;0.79555484;5.03;Cloudy;17;30;23.5
01/01/2016;1;2016;32.456;1.411;36.384;17.682;-7.016;20.6495;0.544799113;5.037;Cloudy;17;30;23.5
02/01/2016;1;2016;40.312;7.856;29.008;23.617;5.935;14.432;0.585855328;5.023;Fine;15;30;22.5
03/01/2016;1;2016;17.704;-22.608;18.0705;5.247;-18.37;7.9695;0.296373701;5.022;Cloudy;20;27;23.5
04/01/2016;1;2016;18.437;0.733;13.7635;10.692;5.445;7.2855;0.579920811;5.026;Cloudy;18;27;22.5
05/01/2016;1;2016;9.09;-9.347;24.3145;3.879;-6.813;18.739;0.426732673;2.17;Cloudy;20;23;21.5
06/01/2016;1;2016;39.539;30.449;37.569;33.599;29.72;31.441;0.849768583;5.032;Fine;20;32;26
07/01/2016;1;2016;35.599;-3.94;34.8705;29.283;-4.316;28.5815;0.822579286;5.026;Fine;19;31;25
08/01/2016;1;2016;34.142;-1.457;36.559;27.88;-1.403;25.4085;0.816589538;5.028;Fine;20;29;24.5
09/01/2016;1;2016;38.976;4.834;37.3395;22.937;-4.943;23.8995;0.588490353;5.027;Fine;17;31;24
10/01/2016;1;2016;35.703;-3.273;36.571;24.862;1.925;26.342;0.696356049;5.022;Fine;19;31;25
11/01/2016;1;2016;37.439;1.736;38.563;27.822;2.96;25.5245;0.743128823;5.026;Fine;19;31;25
12/01/2016;1;2016;39.687;2.248;39.172;23.227;-4.595;25.437;0.585254617;4.839;Fine;20;33;26.5
13/01/2016;1;2016;38.657;-1.03;39.2815;27.647;4.42;28.713;0.715187418;4.913;Fine;21;32;26.5
14/01/2016;1;2016;39.906;1.249;35.83;29.779;2.132;27.703;0.746228637;5.027;Fine;19;31;25
15/01/2016;1;2016;31.754;-8.152;22.498;25.627;-4.152;15.347;0.807047931;5.038;Cloudy;20;32;26
16/01/2016;1;2016;13.242;-18.512;22.7715;5.067;-20.56;14.2595;0.382646126;3.895;Cloudy;18;25;21.5
17/01/2016;1;2016;32.301;19.059;30.297;23.452;18.385;21.9385;0.726045633;5.03;Cloudy;16;28;22
18/01/2016;1;2016;28.293;-4.008;32.857;20.425;-3.027;25.5095;0.721910013;5.037;Cloudy;18;29;23.5
19/01/2016;1;2016;37.421;9.128;38.744;30.594;10.169;32.009;0.817562331;5.029;Fine;18;30;24
20/01/2016;1;2016;40.067;2.646;40.0765;33.424;2.83;32.9305;0.83420271;4.946;Fine;18;31;24.5
21/01/2016;1;2016;40.086;0.019;38.6125;32.437;-0.987;31.1895;0.809185252;4.966;Fine;18;31;24.5
22/01/2016;1;2016;37.139;-2.947;26.9385;29.942;-2.495;19.6685;0.806214492;5.018;Fine;20;32;26
23/01/2016;1;2016;16.738;-20.401;22.844;9.395;-20.547;14.984;0.561297646;3.99;Cloudy;22;30;26
24/01/2016;1;2016;28.95;12.212;26.6105;20.573;11.178;19.416;0.710639033;5.04;Cloudy;19;32;25.5
25/01/2016;1;2016;24.271;-4.679;20.2275;18.259;-2.314;12.5655;0.75229698;5.039;Cloudy;21;31;26
26/01/2016;1;2016;16.184;-8.087;20.3545;6.872;-11.387;10.0825;0.424616906;5.029;Cloudy;22;29;25.5
27/01/2016;1;2016;24.525;8.341;18.502;13.293;6.421;10.082;0.542018349;5.037;Cloudy;18;29;23.5
28/01/2016;1;2016;12.479;-12.046;18.618;6.871;-6.422;12.2775;0.550605016;3.022;Cloudy;22;27;24.5
29/01/2016;1;2016;24.757;12.278;21.237;17.684;10.813;11.2785;0.714303025;5.025;Cloudy;23;36;29.5
30/01/2016;1;2016;17.717;-7.04;22.182;4.873;-12.811;5.567;0.275046565;4.492;Cloudy;22;30;26
31/01/2016;1;2016;26.647;8.93;26.4675;6.261;1.388;11.9145;0.234960784;5.036;Cloudy;22;35;28.5
01/02/2016;2;2016;26.288;-0.359;23.729;17.568;11.307;15.3385;0.668289714;5.028;Cloudy;23;37;30
02/02/2016;2;2016;21.17;-5.118;23.049;13.109;-4.459;14.74;0.619225319;5.013;Cloudy;22;37;29.5
03/02/2016;2;2016;24.928;3.758;15.9355;16.371;3.262;8.27;0.656731386;5.03;Cloudy;23;34;28.5
04/02/2016;2;2016;6.943;-17.985;11.629;0.169;-16.202;3.726;0.024341063;1.466;Cloudy;24;27;25.5
05/02/2016;2;2016;16.315;9.372;20.6795;7.283;7.114;9.6175;0.446399019;3.371;Cloudy;21;26;23.5
06/02/2016;2;2016;25.044;8.729;22.857;11.952;4.669;11.2855;0.477240057;5.028;Cloudy;21;30;25.5
07/02/2016;2;2016;20.67;-4.374;26.791;10.619;-1.333;16.7115;0.513739719;5.025;Cloudy;21;30;25.5
08/02/2016;2;2016;32.912;12.242;32.459;22.804;12.185;23.822;0.692877978;5.026;Cloudy;17;30;23.5
09/02/2016;2;2016;32.006;-0.906;30.738;24.84;2.036;23.9755;0.77610448;5.033;Cloudy;18;31;24.5
10/02/2016;2;2016;29.47;-2.536;29.6455;23.111;-1.729;22.892;0.784221242;5.036;Cloudy;20;31;25.5
11/02/2016;2;2016;29.821;0.351;28.448;22.673;-0.438;21.378;0.760303142;5.036;Cloudy;17;31;24
12/02/2016;2;2016;27.075;-2.746;23.409;20.083;-2.59;16.321;0.741754386;5.039;Cloudy;20;30;25
13/02/2016;2;2016;19.743;-7.332;27.207;12.559;-7.524;18.317;0.636124196;5.031;Cloudy;19;29;24
14/02/2016;2;2016;34.671;14.928;36.1305;24.075;11.516;27.112;0.694384356;5.01;Fine;18;33;25.5
15/02/2016;2;2016;37.59;2.919;36.6695;30.149;6.074;30.31;0.802048417;5.008;Fine;18;34;26
