Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;PP;Cond;Temp min;Temp min;Temp med;exp/gen
22/02/2016;2;2016;29.97;-0.492;29.417;22.4;-1.71;21.545;5.065;Fine;21;31;26;0.747414081
23/02/2016;2;2016;28.864;-1.106;30.468;20.69;4.046;22.713;5.038;Fine;20;31;25.5;0.716809867
24/02/2016;2;2016;32.072;3.208;33.6335;24.736;2.638;26.055;5.058;Fine;20;32;26;0.771264655
25/02/2016;2;2016;35.195;3.123;35.0645;27.374;0.085;27.4165;5.016;Fine;19;31;25;0.777780935
26/02/2016;2;2016;34.934;-0.261;34.826;27.459;-4.067;25.4255;4.613;Fine;20;32;26;0.786025076
27/02/2016;2;2016;34.718;-0.216;27.006;23.392;-12.715;17.0345;4.543;Fine;21;35;28;0.673771531
28/02/2016;2;2016;19.294;-15.424;21.863;10.677;6.062;13.708;5.06;Cloudy;23;32;27.5;0.553384472
29/02/2016;2;2016;24.432;5.138;21.9925;16.739;-4.429;14.5245;5.054;Fine;23;32;27.5;0.685126064
01/03/2016;3;2016;19.553;-4.879;22.977;12.31;6.125;15.3725;5.061;Cloudy;22;30;26;0.62957091
02/03/2016;3;2016;26.401;6.848;26.979;18.435;1.546;19.208;5.056;Fine;21;29;25;0.698269005
03/03/2016;3;2016;27.557;1.156;29.9655;19.981;4.527;22.2445;5.065;Fine;21;30;25.5;0.725078927
04/03/2016;3;2016;32.374;4.817;24.519;24.508;-17.413;15.8015;5.056;Fine;20;29;24.5;0.757027244
05/03/2016;3;2016;16.664;-15.71;24.3145;7.095;16.155;15.1725;5.036;Cloudy;20;28;24;0.425768123
06/03/2016;3;2016;31.965;15.301;28.42;23.25;-5.781;20.3595;5.033;Fine;19;30;24.5;0.727358048
07/03/2016;3;2016;24.875;-7.09;25.0995;17.469;0.929;17.9335;5.066;Fine;20;30;25;0.702271357
08/03/2016;3;2016;25.324;0.449;23.1655;18.398;-4.318;16.239;5.053;Fine;21;30;25.5;0.726504502
09/03/2016;3;2016;21.007;-4.317;23.9;14.08;5.342;16.751;5.033;Cloudy;22;27;24.5;0.670252773
10/03/2016;3;2016;26.793;5.786;23.742;19.422;-7.313;15.7655;5.052;Fine;20;30;25;0.72489083
11/03/2016;3;2016;20.691;-6.102;23.4945;12.109;2.683;13.4505;5.042;Cloudy;22;27;24.5;0.585230293
12/03/2016;3;2016;26.298;5.607;25.0545;14.792;0.053;14.8185;5.055;Fine;21;30;25.5;0.562476234
13/03/2016;3;2016;23.811;-2.487;22.598;14.845;-1.556;14.067;5.079;Fine;22;28;25;0.623451346
14/03/2016;3;2016;21.385;-2.426;24.424;13.289;5.875;16.2265;5.072;Cloudy;21;30;25.5;0.621416881
15/03/2016;3;2016;27.463;6.078;24.551;19.164;-6.316;16.006;5.084;Fine;20;31;25.5;0.697811601
16/03/2016;3;2016;21.639;-5.824;21.1465;12.848;-0.709;12.4935;5.047;Cloudy;21;30;25.5;0.593742779
17/03/2016;3;2016;20.654;-0.985;25.6195;12.139;10.907;17.5925;5.045;Cloudy;21;29;25;0.58773119
18/03/2016;3;2016;30.585;9.931;29.5135;23.046;-3.77;21.161;5.053;Fine;21;30;25.5;0.753506621
19/03/2016;3;2016;28.442;-2.143;24.0235;19.276;-8.229;15.1615;5.054;Fine;22;33;27.5;0.677730117
20/03/2016;3;2016;19.605;-8.837;18.644;11.047;-0.112;10.991;5.04;Cloudy;21;29;25;0.563478704
21/03/2016;3;2016;17.683;-1.922;21.5495;10.935;7.388;14.629;5.042;Cloudy;21;28;24.5;0.618390545
22/03/2016;3;2016;25.416;7.733;27.4925;18.323;2.661;19.6535;5.056;Fine;19;28;23.5;0.720923828
23/03/2016;3;2016;29.569;4.153;27.627;20.984;-2.168;19.9;5.077;Fine;19;29;24;0.709662146
24/03/2016;3;2016;25.685;-3.884;26.644;18.816;-1.578;18.027;5.059;Fine;19;30;24.5;0.732567646
25/03/2016;3;2016;27.603;1.918;28.692;17.238;2.643;18.5595;5.063;Fine;19;30;24.5;0.624497337
26/03/2016;3;2016;29.781;2.178;21.18;19.881;-14.664;12.549;4.514;Fine;19;30;24.5;0.667573285
27/03/2016;3;2016;12.579;-17.202;16.3305;5.217;4.888;7.661;3.909;Cloudy;19;25;22;0.41473885
28/03/2016;3;2016;20.082;7.503;25.709;10.105;12.422;16.316;5.04;Cloudy;19;28;23.5;0.503186934
29/03/2016;3;2016;31.336;11.254;28.527;22.527;-4.893;20.0805;4.941;Fine;19;30;24.5;0.718885627
30/03/2016;3;2016;25.718;-5.618;26.4405;17.634;1.143;18.2055;5.029;Fine;19;31;25;0.685667626
31/03/2016;3;2016;27.163;1.445;27.033;18.777;-0.112;18.721;5.045;Fine;20;31;25.5;0.691271215
01/04/2016;4;2016;26.903;-0.26;28.43;18.665;0.816;19.073;5.067;Fine;19;29;24;0.693788797
02/04/2016;4;2016;29.957;3.054;30.87;19.481;2.302;20.632;5.033;Fine;19;30;24.5;0.650298762
03/04/2016;4;2016;31.783;1.826;29.8;21.783;-3.027;20.2695;4.541;Fine;19;30;24.5;0.685366391
04/04/2016;4;2016;27.817;-3.966;29.002;18.756;2.922;20.217;4.972;Fine;21;30;25.5;0.674263939
05/04/2016;4;2016;30.187;2.37;30.9345;21.678;1;22.178;5.037;Fine;18;29;23.5;0.718123696
06/04/2016;4;2016;31.682;1.495;31.4275;22.678;0.155;22.7555;5.024;Fine;18;29;23.5;0.71580077
07/04/2016;4;2016;31.173;-0.509;28.199;22.833;-6.055;19.8055;4.57;Fine;18;30;24;0.732460783
08/04/2016;4;2016;25.225;-5.948;26.45;16.778;1.396;17.476;4.953;Fine;20;29;24.5;0.665133796
09/04/2016;4;2016;27.675;2.45;29.183;18.174;1.641;18.9945;4.511;Fine;19;30;24.5;0.656693767
10/04/2016;4;2016;30.691;3.016;23.4515;19.815;-11.185;14.2225;5.061;Fine;19;29;24;0.645629012
11/04/2016;4;2016;16.212;-14.479;16.452;8.63;-1.152;8.054;5.07;Cloudy;21;30;25.5;0.532321737
12/04/2016;4;2016;16.692;0.48;20.8675;7.478;8.314;11.635;5.051;Cloudy;20;27;23.5;0.447999041
13/04/2016;4;2016;25.043;8.351;21.4755;15.792;-6.308;12.638;5.039;Fine;18;28;23;0.630595376
14/04/2016;4;2016;17.908;-7.135;18.516;9.484;1.323;10.1455;5.047;Cloudy;18;27;22.5;0.529595711
15/04/2016;4;2016;19.124;1.216;19.9675;10.807;0.205;10.9095;5.033;Fine;19;26;22.5;0.565101443
16/04/2016;4;2016;20.811;1.687;22.143;11.012;3.845;12.9345;4.67;Fine;15;27;21;0.529143242
17/04/2016;4;2016;23.475;2.664;24.8515;14.857;1.702;15.708;5.023;Fine;17;28;22.5;0.632886049
18/04/2016;4;2016;26.228;2.753;25.0125;16.559;-2.385;15.3665;5.03;Fine;17;28;22.5;0.631348178
19/04/2016;4;2016;23.797;-2.431;25.1625;14.174;3.142;15.745;4.659;Fine;17;28;22.5;0.595621297
20/04/2016;4;2016;26.528;2.731;25.3345;17.316;-0.482;17.075;4.748;Fine;17;30;23.5;0.65274427
21/04/2016;4;2016;24.141;-2.387;26.3305;16.834;3.889;18.7785;5.05;Fine;17;27;22;0.697319912
22/04/2016;4;2016;28.52;4.379;26.5355;20.723;-5.864;17.791;4.632;Fine;18;30;24;0.726612903
23/04/2016;4;2016;24.551;-3.969;26.399;14.859;4.018;16.868;5.054;Fine;19;30;24.5;0.60522993
24/04/2016;4;2016;28.247;3.696;24.7385;18.877;-6.553;15.6005;4.588;Fine;18;28;23;0.668283358
25/04/2016;4;2016;21.23;-7.017;18.4265;12.324;-3.628;10.51;5.05;Fine;16;27;21.5;0.580499293
26/04/2016;4;2016;15.623;-5.607;17.5505;8.696;4.713;11.0525;5.027;Cloudy;17;26;21.5;0.556615247
27/04/2016;4;2016;19.478;3.855;19.0455;13.409;-1.523;12.6475;5.043;Fine;17;27;22;0.688417702
28/04/2016;4;2016;18.613;-0.865;14.4585;11.886;-7.16;8.306;5.039;Cloudy;17;28;22.5;0.638585935
29/04/2016;4;2016;10.304;-8.309;15.8165;4.726;9.094;9.273;4.678;Cloudy;17;25;21;0.458656832
30/04/2016;4;2016;21.329;11.025;14.5775;13.82;-12.36;7.64;5.036;Fine;19;29;24;0.647944114
01/05/2016;5;2016;7.826;-13.503;12.13;1.46;5.683;4.3015;2.95;Cloudy;21;24;22.5;0.186557628
02/05/2016;5;2016;16.434;8.608;20.711;7.143;11.589;12.9375;4.399;Cloudy;19;27;23;0.434647682
03/05/2016;5;2016;24.988;8.554;26.4555;18.732;1.996;19.73;4.716;Fine;19;29;24;0.749639827
04/05/2016;5;2016;27.923;2.935;28.0025;20.728;0.703;21.0795;5.026;Fine;17;28;22.5;0.742327114
05/05/2016;5;2016;28.082;0.159;26.498;21.431;-3.183;19.8395;4.405;Fine;16;28;22;0.763157895
06/05/2016;5;2016;24.914;-3.168;23.9585;18.248;-4.069;16.2135;4.568;Fine;16;28;22;0.732439592
07/05/2016;5;2016;23.003;-1.911;23.787;14.179;2.361;15.3595;5.006;Fine;17;27;22;0.616397861
08/05/2016;5;2016;24.571;1.568;23.364;16.54;-1.707;15.6865;4.865;Fine;16;27;21.5;0.673151276
09/05/2016;5;2016;22.157;-2.414;17.587;14.833;-8.755;10.4555;4.973;Fine;18;28;23;0.669449835
10/05/2016;5;2016;13.017;-9.14;14.475;6.078;2.747;7.4515;4.138;Cloudy;21;28;24.5;0.466927864
11/05/2016;5;2016;15.933;2.916;22.9465;8.825;13.749;15.6995;4.568;Cloudy;18;25;21.5;0.55388188
12/05/2016;5;2016;29.96;14.027;29;22.574;-1.918;21.615;4.308;Fine;9;26;17.5;0.753471295
13/05/2016;5;2016;28.04;-1.92;26.6235;20.656;-5.544;17.884;4.067;Fine;12;27;19.5;0.736661912
14/05/2016;5;2016;25.207;-2.833;26.442;15.112;4.753;17.4885;4.588;Fine;14;26;20;0.599516007
15/05/2016;5;2016;27.677;2.47;27.605;19.865;1.049;20.3895;4.077;Fine;13;27;20;0.717743975
16/05/2016;5;2016;27.533;-0.144;27.361;20.914;-0.91;20.459;3.939;Fine;13;28;20.5;0.759597574
17/05/2016;5;2016;27.189;-0.344;26.8075;20.004;-0.956;19.526;4.402;Fine;14;28;21;0.735738718
18/05/2016;5;2016;26.426;-0.763;23.488;19.048;-5.36;16.368;3.899;Fine;14;27;20.5;0.720805268
19/05/2016;5;2016;20.55;-5.876;24.19;13.688;7.074;17.225;4.59;Fine;15;27;21;0.666082725
20/05/2016;5;2016;27.83;7.28;23.9675;20.762;-10.418;15.553;4.053;Fine;13;29;21;0.746029465
21/05/2016;5;2016;20.105;-7.725;19.208;10.344;0.696;10.692;5.002;Fine;14;26;20;0.514498881
22/05/2016;5;2016;18.311;-1.794;21.4265;11.04;6.839;14.4595;4.917;Fine;17;26;21.5;0.60291628
23/05/2016;5;2016;24.542;6.231;25.4905;17.879;2.069;18.9135;3.851;Fine;14;28;21;0.728506234
24/05/2016;5;2016;26.439;1.897;27.1385;19.948;0.947;20.4215;3.882;Fine;15;27;21;0.754491471
25/05/2016;5;2016;27.838;1.399;27.0145;20.895;-0.943;20.4235;4;Fine;11;25;18;0.750592715
26/05/2016;5;2016;26.191;-1.647;25.5655;19.952;-1.477;19.2135;4.196;Fine;9;28;18.5;0.761788401
27/05/2016;5;2016;24.94;-1.251;22.377;18.475;-3.798;16.576;4.801;Fine;18;25;21.5;0.740777867
28/05/2016;5;2016;19.814;-5.126;23.4345;14.677;1.786;15.57;4.133;Fine;11;23;17;0.740738872
29/05/2016;5;2016;27.055;7.241;26.4155;16.463;2.495;17.7105;4.773;Fine;11;23;17;0.608501201
30/05/2016;5;2016;25.776;-1.279;22.499;18.958;-6.407;15.7545;4.266;Fine;9;23;16;0.735490379
31/05/2016;5;2016;19.222;-6.554;13.9065;12.551;-11.711;6.6955;5.011;Fine;11;24;17.5;0.652949745
01/06/2016;6;2016;8.591;-10.631;4.642;0.84;-0.44;0.62;1.821;Cloudy;15;22;18.5;0.097776743
02/06/2016;6;2016;0.693;-7.898;13.6765;0.4;22.816;11.808;1.244;Showers;20;27;23.5;0
08/06/2016;6;2016;26.66;25.967;25.861;23.216;-4.71;20.861;3.959;Fine;12;24;18;0.870817704
09/06/2016;6;2016;25.062;-1.598;25.362;18.506;0.152;18.582;3.711;Fine;11;28;19.5;0.738408746
10/06/2016;6;2016;25.662;0.6;22.905;18.658;-8.138;14.589;4.797;Fine;17;25;21;0.727067259
11/06/2016;6;2016;20.148;-5.514;15;10.52;-8.507;6.2665;5.041;Fine;12;23;17.5;0.522136192
12/06/2016;6;2016;9.852;-10.296;12.0365;2.013;4.788;4.407;2.966;Cloudy;13;21;17;0.204323995
13/06/2016;6;2016;14.221;4.369;17.093;6.801;5.611;9.6065;4.908;Cloudy;13;20;16.5;0.478236411
14/06/2016;6;2016;19.965;5.744;18.7735;12.412;-1.351;11.7365;4.938;Fine;14;23;18.5;0.621687954
15/06/2016;6;2016;17.582;-2.383;16.2115;11.061;-2.074;10.024;5.02;Fine;14;21;17.5;0.629109316
16/06/2016;6;2016;14.841;-2.741;15.553;8.987;1.316;9.645;4.382;Cloudy;15;23;19;0.605552187
17/06/2016;6;2016;16.265;1.424;13.078;10.303;-8.046;6.28;4.865;Cloudy;11;22;16.5;0.63344605
18/06/2016;6;2016;9.891;-6.374;6.12;2.257;-2.249;1.1325;4.494;Cloudy;14;22;18;0.228187241
19/06/2016;6;2016;2.349;-7.542;13.4065;0.008;18.385;9.2005;0.679;Showers;17;22;19.5;0.003405705
20/06/2016;6;2016;24.464;22.115;23.076;18.393;-2.795;16.9955;5.038;Fine;15;20;17.5;0.751839438
21/06/2016;6;2016;21.688;-2.776;16.9345;15.598;-8.857;11.1695;4.58;Fine;14;20;17;0.719199557
22/06/2016;6;2016;12.181;-9.507;8.996;6.741;-5.386;4.048;4.872;Cloudy;13;21;17;0.55340284
23/06/2016;6;2016;5.811;-6.37;12.864;1.355;13.155;7.9325;2.707;Cloudy;13;18;15.5;0.233178455
24/06/2016;6;2016;19.917;14.106;24.044;14.51;5.789;17.4045;4.479;Fine;15;23;19;0.728523372
25/06/2016;6;2016;28.171;8.254;20.527;20.299;-18.587;11.0055;4.152;Fine;9;18;13.5;0.7205637
26/06/2016;6;2016;12.883;-15.288;13.2695;1.712;6.169;4.7965;3.92;Cloudy;6;17;11.5;0.132888302
27/06/2016;6;2016;13.656;0.773;20.745;7.881;11.229;13.4955;5.057;Cloudy;11;17;14;0.577108963
28/06/2016;6;2016;27.834;14.178;27.33;19.11;-2.64;17.79;4.092;Fine;8;18;13;0.686570382
29/06/2016;6;2016;26.826;-1.008;26.3625;16.47;-1.851;15.5445;3.997;Fine;8;21;14.5;0.613956609
30/06/2016;6;2016;25.899;-0.927;26.5145;14.619;5.049;17.1435;4.05;Fine;8;22;15;0.564461948
01/07/2016;7;2016;27.13;1.231;27.1245;19.668;-4.107;17.6145;4.085;Fine;10;22;16;0.724953926
02/07/2016;7;2016;27.119;-0.011;27.0085;15.561;-0.81;15.156;4.022;Fine;8;21;14.5;0.573804344
03/07/2016;7;2016;26.898;-0.221;23.9575;14.751;-0.837;14.3325;3.958;Fine;7;22;14.5;0.548405086
04/07/2016;7;2016;21.017;-5.881;13.5175;13.914;-13.078;7.375;4.99;Fine;8;22;15;0.662035495
05/07/2016;7;2016;6.018;-14.999;17.466;0.836;19.475;10.5735;3.565;Cloudy;14;18;16;0.138916584
06/07/2016;7;2016;28.914;22.896;28.2615;20.311;-1.604;19.509;4.309;Fine;10;16;13;0.702462475
07/07/2016;7;2016;27.609;-1.305;26.8985;18.707;-4.533;16.4405;4.064;Fine;11;20;15.5;0.677568909
08/07/2016;7;2016;26.188;-1.421;26.6345;14.174;5.013;16.6805;3.85;Fine;10;23;16.5;0.541240263
09/07/2016;7;2016;27.081;0.893;26.893;19.187;-2.011;18.1815;4.043;Fine;10;23;16.5;0.708504117
10/07/2016;7;2016;26.705;-0.376;18.7645;17.176;-13.465;10.4435;3.967;Fine;10;23;16.5;0.643175435
11/07/2016;7;2016;10.824;-15.881;11.1745;3.711;1.322;4.372;4.563;Cloudy;11;21;16;0.342849224
12/07/2016;7;2016;11.525;0.701;13.628;5.033;3.254;6.66;5.026;Cloudy;13;23;18;0.43670282
13/07/2016;7;2016;15.731;4.206;12.832;8.287;-4.016;6.279;4.386;Cloudy;16;21;18.5;0.526794228
14/07/2016;7;2016;9.933;-5.798;8.7645;4.271;-2.398;3.072;2.333;Cloudy;11;17;14;0.429980872
15/07/2016;7;2016;7.596;-2.337;5.0605;1.873;-0.673;1.5365;1.98;Cloudy;12;18;15;0.246577146
16/07/2016;7;2016;2.525;-5.071;9.297;1.2;1.375;1.8875;0.762;Showers;14;18;16;0
17/07/2016;7;2016;16.069;13.544;16.5135;2.575;8.745;6.9475;4.824;Cloudy;14;23;18.5;0.160246437
18/07/2016;7;2016;16.958;0.889;21.258;11.32;7.157;14.8985;4.494;Cloudy;15;23;19;0.667531549
19/07/2016;7;2016;25.558;8.6;24.788;18.477;-0.642;18.156;4.483;Fine;15;24;19.5;0.722943892
20/07/2016;7;2016;24.018;-1.54;23.1205;17.835;-2.075;16.7975;4.47;Fine;14;25;19.5;0.742568074
21/07/2016;7;2016;22.223;-1.795;23.7675;15.76;3.32;17.42;4.391;Fine;18;27;22.5;0.709175179
22/07/2016;7;2016;25.312;3.089;25.062;19.08;-4.622;16.769;3.843;Fine;15;27;21;0.753792668
23/07/2016;7;2016;24.812;-0.5;26.5225;14.458;5.552;17.234;4.719;Fine;18;29;23.5;0.582701918
24/07/2016;7;2016;28.233;3.421;28.6665;20.01;2.85;21.435;4.083;Fine;13;22;17.5;0.708745086
25/07/2016;7;2016;29.1;0.867;21.1065;22.86;-18.66;13.53;4.165;Fine;12;23;17.5;0.78556701
26/07/2016;7;2016;13.113;-15.987;11.3905;4.2;-0.32;4.04;5.061;Cloudy;13;19;16;0.320292839
27/07/2016;7;2016;9.668;-3.445;18.2;3.88;12.113;9.9365;3.021;Cloudy;14;20;17;0.401323955
28/07/2016;7;2016;26.732;17.064;27.4155;15.993;-2.431;14.7775;4.108;Fine;9;22;15.5;0.598271734
29/07/2016;7;2016;28.099;1.367;28.1785;13.562;13.214;20.169;4.082;Fine;9;24;16.5;0.482650628
31/07/2016;7;2016;28.258;0.159;28.1795;26.776;-5.766;23.893;2.269;Fine;8;24;16;0.947554675
01/08/2016;8;2016;28.101;-0.157;20.417;21.01;-13.408;14.306;4.094;Fine;9;25;17;0.747660226
02/08/2016;8;2016;12.733;-15.368;19.9365;7.602;13.374;14.289;4.495;Cloudy;12;23;17.5;0.597031336
03/08/2016;8;2016;27.14;14.407;22.4755;20.976;-9.577;16.1875;4.454;Fine;13;19;16;0.772881356
04/08/2016;8;2016;17.811;-9.329;20.3225;11.399;4.706;13.752;5.02;Cloudy;11;20;15.5;0.639997754
05/08/2016;8;2016;22.834;5.023;20.505;16.105;-6.416;12.897;5.04;Fine;11;20;15.5;0.705307874
06/08/2016;8;2016;18.176;-4.658;20.7365;9.689;2.164;10.771;5.063;Cloudy;10;22;16;0.533065581
07/08/2016;8;2016;23.297;5.121;24.3715;11.853;6.756;15.231;5.057;Fine;10;22;16;0.508777954
08/08/2016;8;2016;25.446;2.149;26.4595;18.609;0.808;19.013;4.867;Fine;12;22;17;0.731313369
09/08/2016;8;2016;27.473;2.027;27.8755;19.417;-2.389;18.2225;4.538;Fine;10;23;16.5;0.706766644
10/08/2016;8;2016;28.278;0.805;27.005;17.028;1.98;18.018;4.182;Fine;11;24;17.5;0.602164227
11/08/2016;8;2016;25.732;-2.546;24.9215;19.008;-1.164;18.426;5.038;Fine;11;26;18.5;0.738691124
12/08/2016;8;2016;24.111;-1.621;25.3585;17.844;-1.538;17.075;5.074;Fine;13;22;17.5;0.740077143
13/08/2016;8;2016;26.606;2.495;27.659;16.306;4.029;18.3205;5.052;Fine;11;23;17;0.612869278
14/08/2016;8;2016;28.712;2.106;26.557;20.335;-2.25;19.21;4.861;Fine;10;23;16.5;0.708240457
15/08/2016;8;2016;24.402;-4.31;25.729;18.085;2.313;19.2415;5.033;Fine;12;22;17;0.741127776
16/08/2016;8;2016;27.056;2.654;26.677;20.398;-0.381;20.2075;5.041;Fine;11;22;16.5;0.7539178
17/08/2016;8;2016;26.298;-0.758;20.2915;20.017;-11.042;14.496;5.061;Fine;10;22;16;0.761160545
18/08/2016;8;2016;14.285;-12.013;20.5265;8.975;10.773;14.3615;5.018;Cloudy;11;21;16;0.628281414
19/08/2016;8;2016;26.768;12.483;25.034;19.748;-4.532;17.482;5.047;Fine;11;23;17;0.737746563
20/08/2016;8;2016;23.3;-3.468;27.5025;15.216;4.232;17.332;5.019;Fine;12;25;18.5;0.65304721
21/08/2016;8;2016;31.705;8.405;28.377;19.448;-0.662;19.117;4.41;Fine;9;22;15.5;0.613404826
22/08/2016;8;2016;25.049;-6.656;25.2495;18.786;0.359;18.9655;5.039;Fine;11;24;17.5;0.749970059
23/08/2016;8;2016;25.45;0.401;14.7245;19.145;-18.663;9.8135;5.05;Fine;17;26;21.5;0.752259332
24/08/2016;8;2016;3.999;-21.451;18.1385;0.482;24.809;12.8865;1.031;Showers;19;21;20;0.120530133
25/08/2016;8;2016;32.278;28.279;29.222;25.291;-8.439;21.0715;4.726;Fine;14;20;17;0.783536774
26/08/2016;8;2016;26.166;-6.112;29.302;16.852;3.403;18.5535;5.038;Fine;9;21;15;0.644041886
27/08/2016;8;2016;32.438;6.272;32.3275;20.255;9.286;24.898;4.518;Fine;10;21;15.5;0.624421974
28/08/2016;8;2016;32.217;-0.221;32.039;29.541;-5.58;26.751;4.451;Fine;9;23;16;0.916938262
29/08/2016;8;2016;31.861;-0.356;30.6265;23.961;-2.397;22.7625;4.81;Fine;11;23;17;0.752047958
30/08/2016;8;2016;29.392;-2.469;22.7415;21.564;-12.025;15.5515;5.079;Fine;12;23;17.5;0.733669026
31/08/2016;8;2016;16.091;-13.301;18.87;9.539;3.171;11.1245;5.041;Cloudy;11;23;17;0.59281586
01/09/2016;9;2016;21.649;5.558;20.944;12.71;1.302;13.361;5.051;Cloudy;14;26;20;0.587094092
02/09/2016;9;2016;20.239;-1.41;25.783;14.012;7.662;17.843;5.051;Cloudy;18;25;21.5;0.692326696
03/09/2016;9;2016;31.327;11.088;32.2945;21.674;1.53;22.439;5.061;Fine;16;23;19.5;0.691863249
04/09/2016;9;2016;33.262;1.935;27.7585;23.204;-9.739;18.3345;4.558;Fine;12;24;18;0.697612892
05/09/2016;9;2016;22.255;-11.007;21.538;13.465;0.74;13.835;5.042;Cloudy;12;23;17.5;0.605032577
06/09/2016;9;2016;20.821;-1.434;20.2825;14.205;-1.734;13.338;4.355;Cloudy;13;23;18;0.682243888
07/09/2016;9;2016;19.744;-1.077;25.451;12.471;11.299;18.1205;5.072;Cloudy;15;23;19;0.631634927
08/09/2016;9;2016;31.158;11.414;24.544;23.77;-12.967;17.2865;5.086;Fine;13;24;18.5;0.762885936
09/09/2016;9;2016;17.93;-13.228;16.025;10.803;-4.934;8.336;4.151;Cloudy;15;22;18.5;0.60250976
10/09/2016;9;2016;14.12;-3.81;23.1995;5.869;17.432;14.585;5.036;Cloudy;16;23;19.5;0.415651558
11/09/2016;9;2016;32.279;18.159;31.6295;23.301;-0.417;23.0925;5.036;Fine;13;24;18.5;0.721862511
12/09/2016;9;2016;30.98;-1.299;28.2145;22.884;-3.952;20.908;5.049;Fine;13;25;19;0.73867011
13/09/2016;9;2016;25.449;-5.531;26.8925;18.932;1.694;19.779;5.048;Fine;15;26;20.5;0.743919211
14/09/2016;9;2016;28.336;2.887;20.414;20.626;-13.514;13.869;5.051;Fine;18;25;21.5;0.727907962
15/09/2016;9;2016;12.492;-15.844;18.94;7.112;11.918;13.071;5.044;Cloudy;19;26;22.5;0.569324368
16/09/2016;9;2016;25.388;12.896;26.9295;19.03;-0.495;18.7825;5.072;Fine;16;25;20.5;0.749566724
17/09/2016;9;2016;28.471;3.083;19.1235;18.535;-16.419;10.3255;5.052;Fine;13;25;19;0.651013312
18/09/2016;9;2016;9.776;-18.695;12.6055;2.116;5.733;4.9825;3.605;Cloudy;18;22;20;0.216448445
19/09/2016;9;2016;15.435;5.659;22.649;7.849;14.721;15.2095;3.884;Cloudy;17;22;19.5;0.508519598
20/09/2016;9;2016;29.863;14.428;18.288;22.57;-16.391;14.3745;5.05;Fine;12;25;18.5;0.75578475
21/09/2016;9;2016;6.713;-23.15;20.6695;6.179;20.189;16.2735;0.022;Cloudy;17;21;19;0.920452853
22/09/2016;9;2016;34.626;27.913;34.8805;26.368;-0.509;26.1135;5.055;Fine;15;24;19.5;0.761508693
23/09/2016;9;2016;35.135;0.509;34.7565;25.859;-1.314;25.202;4.735;Fine;13;25;19;0.735989754
24/09/2016;9;2016;34.378;-0.757;27.5105;24.545;-11.827;18.6315;4.705;Fine;11;26;18.5;0.713974053
25/09/2016;9;2016;20.643;-13.735;27.7795;12.718;14.169;19.8025;5.034;Cloudy;14;28;21;0.616092622
26/09/2016;9;2016;34.916;14.273;30.9945;26.887;-8.487;22.6435;4.645;Fine;15;27;21;0.770048115
27/09/2016;9;2016;27.073;-7.843;30.9295;18.4;9.187;22.9935;5.045;Fine;15;26;20.5;0.679643926
28/09/2016;9;2016;34.786;7.713;22.4225;27.587;-23.785;15.6945;4.599;Fine;10;27;18.5;0.793048928
29/09/2016;9;2016;10.059;-24.727;23.1255;3.802;22.413;15.0085;4.652;Cloudy;17;24;20.5;0.377969977
30/09/2016;9;2016;36.192;26.133;36.373;26.215;0.735;26.5825;4.914;Fine;16;25;20.5;0.724331344
01/10/2016;10;2016;36.554;0.362;35.3245;26.95;-3.532;25.184;4.874;Fine;14;27;20.5;0.737265416
02/10/2016;10;2016;34.095;-2.459;21.4505;23.418;-21.629;12.6035;4.806;Fine;12;26;19;0.686845579
03/10/2016;10;2016;8.806;-25.289;22.0565;1.789;25.349;14.4635;4.46;Cloudy;18;26;22;0.203156938
04/10/2016;10;2016;35.307;26.501;35.5595;27.138;0.49;27.383;4.885;Fine;13;25;19;0.76862945
05/10/2016;10;2016;35.812;0.505;35.7675;27.628;0.358;27.807;4.745;Fine;12;28;20;0.771473249
06/10/2016;10;2016;35.723;-0.089;35.4385;27.986;-1.634;27.169;4.696;Fine;12;29;20.5;0.783416846
07/10/2016;10;2016;35.154;-0.569;34.3585;26.352;0.637;26.6705;4.612;Fine;12;29;20.5;0.749615975
08/10/2016;10;2016;33.563;-1.591;26.308;26.989;-14.48;19.749;4.719;Fine;13;32;22.5;0.804129547
09/10/2016;10;2016;19.053;-14.51;25.8185;12.509;12.497;18.7575;5.066;Cloudy;16;25;20.5;0.656537028
10/10/2016;10;2016;32.584;13.531;31.395;25.006;-2.684;23.664;4.664;Fine;16;26;21;0.767431868
11/10/2016;10;2016;30.206;-2.378;26.2335;22.322;-8.05;18.297;5.049;Fine;16;29;22.5;0.738992253
12/10/2016;10;2016;22.261;-7.945;25.397;14.272;6.418;17.481;5.059;Cloudy;16;24;20;0.641121243
13/10/2016;10;2016;28.533;6.272;26.188;20.69;-5.34;18.02;5.065;Fine;17;26;21.5;0.725125294
14/10/2016;10;2016;23.843;-4.69;27.9255;15.35;4.219;17.4595;5.081;Cloudy;13;23;18;0.643794824
15/10/2016;10;2016;32.008;8.165;34.1325;19.569;7.514;23.326;5.053;Fine;12;24;18;0.611378405
16/10/2016;10;2016;36.257;4.249;35.121;27.083;-1.841;26.1625;5.035;Fine;12;25;18.5;0.746972998
17/10/2016;10;2016;33.985;-2.272;35.5245;25.242;3.271;26.8775;5.051;Fine;17;28;22.5;0.742739444
